,source,target
0,126981,0
1,126981,0
2,126981,0
3,126981,0
4,94234,124071
5,94234,116100
6,94234,118722
7,94234,94140
8,111454,0
9,111454,113166
10,111454,118722
11,111454,94140
12,524,0
13,103314,0
14,117062,103314
15,103429,0
16,103429,103314
17,117175,0
18,117175,111454
19,117175,124071
20,117175,103314
21,124630,0
22,124630,103314
23,124630,124071
24,124630,113694
25,124630,108368
26,124630,118722
27,124630,116809
28,116791,117175
29,116791,103314
30,116791,0
31,108263,126981
32,120107,0
33,120107,116100
34,120107,94140
35,108263,0
36,115739,0
37,115739,120107
38,115739,116791
39,116743,116427
40,116743,112079
41,116743,0
42,116743,112063
43,118253,0
44,116743,116518
45,116743,110640
46,120851,104099
47,120851,104099
48,94236,118253
49,130735,0
50,130735,123990
51,130735,111454
52,130735,118369
53,117509,0
54,118536,0
55,130735,0
56,130735,126981
57,130735,118229
58,95204,0
59,130735,111545
60,95204,103314
61,95204,108189
62,114090,0
63,114090,116743
64,95204,15703
65,114090,115739
66,114090,524
67,130735,0
68,114090,116791
69,114090,111454
70,116449,0
71,116449,95204
72,116449,103429
73,124670,124670
74,122131,0
75,105599,0
76,105599,111745
77,105599,118808
78,117509,0
79,122264,0
80,123990,0
81,99987,120107
82,125771,0
83,117509,0
84,105045,125771
85,105045,105599
86,99987,0
87,105045,122131
88,105045,116449
89,105045,0
90,99987,105599
91,105250,0
92,123990,0
93,105355,0
94,102912,105250
95,102912,0
96,102912,125771
97,122379,99987
98,122379,0
99,4383,34179
100,4383,111775
101,110640,112284
102,103719,0
103,117646,0
104,103719,0
105,117646,0
106,101701,0
107,101701,102912
108,101701,114090
109,108263,0
110,101701,94236
111,101701,114090
112,123990,0
113,101701,115739
114,123990,118253
115,122577,0
116,103719,0
117,103719,103961
118,123391,118536
119,121650,122577
120,103719,118808
121,110640,112976
122,121650,101701
123,123391,123990
124,103719,105599
125,123391,0
126,121650,0
127,115743,116100
128,99987,0
129,115743,0
130,110640,110640
131,105355,0
132,105355,122379
133,105355,116449
134,105355,118536
135,117774,0
136,122264,0
137,117774,0
138,125999,0
139,114317,0
140,114317,121650
141,91118,103719
142,113162,0
143,113162,114317
144,113162,105355
145,91118,0
146,113162,123391
147,91118,0
148,91118,105355
149,113162,121650
150,4500,0
151,112293,0
152,116706,0
153,116706,120537
154,116706,104853
155,116706,113677
156,116706,14949
157,116706,112284
158,119466,0
159,119466,113162
160,119466,116706
161,119466,121650
162,119466,114090
163,117782,0
164,117782,123990
165,117782,118369
166,117782,118229
167,117782,112527
168,117782,0
169,117782,123990
170,122250,0
171,125746,0
172,125746,0
173,125746,0
174,9108,119466
175,9108,0
176,9108,121650
177,125674,9108
178,125674,129474
179,125746,0
180,113627,123990
181,111747,34179
182,113627,118722
183,116436,0
184,116436,0
185,120851,0
186,122379,105355
187,120851,120851
188,118070,0
189,116706,0
190,101189,0
191,113973,0
192,101189,0
193,113973,0
194,101189,0
195,12443,0
196,116523,0
197,116523,0
198,120851,0
199,118279,0
200,120851,22502
201,118279,121650
202,120851,119570
203,118279,113961
204,121232,121650
205,111949,106815
206,17904,110640
207,111949,14949
208,106521,0
209,106823,118279
210,106521,122598
211,106823,0
212,111949,0
213,106521,106521
214,110640,113162
215,110640,114317
216,130614,0
217,130694,0
218,130694,0
219,130694,0
220,130694,106823
221,130614,106521
222,130694,9108
223,130694,114317
224,130694,103719
225,130614,118279
226,130393,0
227,130890,0
228,130890,12443
229,118268,410
230,118268,116322
231,118268,0
232,117782,0
233,117782,0
234,117467,130694
235,117467,130614
236,116933,0
237,117467,118070
238,117467,0
239,117782,0
240,117782,130694
241,31879,121650
242,117782,111949
243,118640,0
244,118640,118268
245,31879,121650
246,101189,0
247,118640,117782
248,101189,117467
249,121138,0
250,31879,0
251,101189,122250
252,101186,101189
253,16572,0
254,15703,16572
255,16501,0
256,16572,95204
257,101186,0
258,101186,0
259,15703,16501
260,16501,15703
261,16572,16501
262,101186,0
263,16501,16572
264,101189,101186
265,122768,0
266,122768,117467
267,16319,15703
268,16319,0
269,16319,16501
270,15703,16319
271,16319,15703
272,2744,0
273,116422,0
274,112177,0
275,112177,130694
276,103047,0
277,130890,118640
278,112177,106900
279,112177,116322
280,103047,101186
281,116422,0
282,117111,0
283,117399,0
284,16501,16319
285,117393,0
286,117399,117393
287,117393,117399
288,116422,0
289,105918,0
290,129062,0
291,116436,0
292,103477,0
293,36641,129062
294,129062,101186
295,36641,0
296,129062,15703
297,130735,129062
298,116933,0
299,130735,117393
300,130735,0
301,112664,0
302,104634,0
303,130735,104634
304,117472,104634
305,117472,112664
306,104634,122768
307,112527,0
308,104634,112284
309,112527,112664
310,124882,0
311,112527,36641
312,112664,112527
313,104634,130735
314,117472,116436
315,117472,36641
316,112664,103477
317,124882,101186
318,116933,0
319,124882,113166
320,116933,0
321,117472,0
322,117403,116436
323,118229,31879
324,118229,101189
325,118229,118640
326,118229,117782
327,102542,110640
328,102542,102542
329,102542,117403
330,102542,121138
331,102542,122379
332,118229,0
333,129198,0
334,129198,101186
335,129198,130694
336,117662,118229
337,117662,117472
338,117662,0
339,111852,0
340,111852,129062
341,111852,122768
342,111852,119000
343,131057,111852
344,131057,130735
345,119466,118229
346,131057,0
347,119466,119466
348,132063,0
349,132063,111852
350,132063,131057
351,116523,0
352,116523,129198
353,117322,0
354,118266,117467
355,114993,34179
356,15795,0
357,105586,0
358,105586,117322
359,114993,0
360,114993,114993
361,35487,119000
362,35487,0
363,115257,0
364,102542,15795
365,102542,105586
366,114993,0
367,116347,0
368,115257,0
369,116347,0
370,116347,35487
371,116347,0
372,12385,0
373,12385,129062
374,12385,16319
375,12385,16501
376,12385,16572
377,127143,12385
378,127143,0
379,111878,0
380,118784,0
381,22502,0
382,110640,108263
383,31879,118229
384,112005,110640
385,125771,0
386,106460,0
387,116595,125771
388,102676,0
389,105388,0
390,102676,0
391,111595,0
392,120826,0
393,118861,103477
394,118861,112177
395,118861,101186
396,118861,15703
397,118861,16572
398,118861,0
399,111747,111745
400,111747,105061
401,111747,130694
402,105388,0
403,125701,0
404,1300,0
405,1300,0
406,130455,0
407,15795,0
408,127205,0
409,15797,0
410,117851,0
411,132112,0
412,113359,0
413,113359,103314
414,113359,118298
415,107137,0
416,115420,0
417,112005,0
418,113565,0
419,113565,15703
420,113565,104853
421,117851,0
422,121232,120537
423,110640,112005
424,117662,55251
425,117381,0
426,117381,132112
427,121232,0
428,117381,117851
429,117851,0
430,103477,111852
431,117482,0
432,103477,117662
433,112005,0
434,117409,0
435,112005,113359
436,129148,0
437,42977,0
438,113362,0
439,129148,0
440,113362,113565
441,102676,0
442,102676,130890
443,102676,117467
444,129148,127143
445,129148,35487
446,110640,116706
447,113605,0
448,117448,0
449,113605,113605
450,124163,0
451,117460,0
452,108263,34179
453,108263,110640
454,117460,113162
455,108263,0
456,113627,0
457,108263,110640
458,117460,117929
459,117460,119417
460,117460,106900
461,112662,0
462,112662,129198
463,117460,0
464,117460,117925
465,112662,0
466,112591,0
467,117482,0
468,115238,117851
469,112591,101186
470,112591,112662
471,112662,112591
472,112591,101189
473,112591,113162
474,112662,101186
475,101193,0
476,112591,0
477,112591,112662
478,101193,0
479,112591,125771
480,112591,116933
481,112662,112591
482,101193,0
483,101193,112591
484,101193,112662
485,101189,101193
486,101193,101189
487,101189,91118
488,101193,0
489,101189,112591
490,101193,112591
491,101193,112591
492,101193,112664
493,101193,112664
494,116774,116774
495,101193,101186
496,116774,116774
497,101193,101189
498,117608,0
499,117608,117662
500,781,0
501,117482,0
502,105061,101193
