name,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week13,week14
1210,1,2,12,1,10,15,5,3,0,0,0,0,0
118722,3,1,0,0,2,3,0,6,0,0,0,0,0
117824,2,4,3,4,3,1,0,0,0,0,0,0,0
34527,1,0,0,0,0,0,0,0,0,0,0,0,0
118369,1,0,1,1,2,0,0,7,1,0,0,0,0
119822,2,0,0,0,0,0,0,0,0,0,0,0,0
117375,2,7,5,6,2,9,0,0,0,0,0,0,0
116090,1,0,0,0,0,0,0,0,0,0,0,0,0
118676,1,5,1,2,0,0,0,0,0,0,0,0,0
103489,1,0,1,0,0,0,0,0,0,0,0,0,0
112821,1,0,0,0,0,0,0,0,0,0,0,0,0
4512,2,0,0,0,0,0,0,0,0,0,0,0,0
117482,1,0,2,0,8,1,0,8,8,0,0,0,0
15795,1,0,1,0,0,0,0,2,2,0,0,0,0
34179,5,6,7,5,8,11,4,2,0,0,0,0,0
114806,1,1,1,0,0,0,0,0,0,0,0,0,0
436,1,0,1,0,0,0,0,2,0,0,0,0,0
118784,1,2,0,5,0,12,0,0,1,0,0,0,0
109608,1,0,0,0,0,0,0,0,1,0,0,0,0
112296,0,3,0,3,3,7,0,0,0,0,0,0,0
120954,0,1,2,0,0,0,0,0,0,0,0,0,0
104311,0,2,0,0,0,4,0,0,0,0,0,0,0
112551,0,2,0,0,0,0,0,0,0,0,0,0,0
118852,0,1,0,0,0,0,0,0,0,0,0,0,0
113652,0,2,4,0,1,17,0,0,0,0,0,0,0
113661,0,1,4,0,0,5,0,0,0,0,0,0,0
111656,0,2,0,0,0,0,0,1,0,0,0,0,0
15702,0,4,3,0,9,0,3,1,0,0,0,0,0
114138,0,1,0,0,0,0,0,0,0,0,0,0,0
26090,0,2,0,0,5,0,0,0,0,0,0,0,0
121232,0,3,0,9,4,11,1,7,5,0,0,0,0
18161,0,17,4,0,0,0,0,0,0,0,0,0,0
111980,0,1,0,0,0,0,0,0,0,0,0,0,0
113673,0,1,3,0,1,8,0,0,0,0,0,0,0
121539,0,2,0,3,13,7,1,4,0,0,0,0,0
117474,0,1,0,1,0,6,1,3,0,0,0,0,0
1661,0,2,0,0,0,0,0,0,0,0,0,0,0
117568,0,6,1,1,0,0,0,0,0,0,0,0,0
117459,0,8,10,6,24,27,0,21,0,0,0,0,0
1065,0,5,3,0,7,9,1,7,0,1,0,0,0
117608,0,4,2,0,1,10,11,3,2,0,0,0,0
117609,0,5,6,0,0,9,1,3,0,0,0,0,0
113303,0,1,0,0,0,0,0,0,0,0,0,0,0
121537,0,1,2,0,0,0,0,0,0,0,0,0,0
42005,0,7,0,21,0,0,18,1,0,0,0,0,0
3589,0,1,0,0,0,0,0,0,0,0,0,0,0
121999,0,1,0,0,0,0,0,0,0,0,0,0,0
111454,0,3,2,3,2,5,19,5,4,0,0,0,0
111891,0,8,5,14,0,10,0,8,9,0,0,1,0
117472,0,4,2,6,2,7,5,0,6,0,0,0,0
117343,0,1,16,4,2,8,9,10,0,0,0,0,0
117662,0,2,11,3,0,16,7,0,4,0,0,0,0
112293,0,7,5,1,0,0,14,7,6,0,0,0,0
113540,0,2,3,1,2,0,0,0,0,1,0,0,0
75350,0,2,0,0,0,0,0,0,0,0,0,0,0
122000,0,1,0,0,0,0,0,0,0,0,0,0,0
102948,0,3,0,0,0,4,4,0,0,0,0,0,0
117466,0,1,0,1,0,6,0,0,0,0,0,0,0
111326,0,12,7,1,13,5,12,4,0,0,0,0,0
115236,0,1,0,0,2,0,0,0,0,0,0,0,0
35527,0,2,0,0,0,0,0,0,0,0,0,0,0
114984,0,1,0,0,0,0,0,0,0,0,0,0,0
122798,0,1,0,0,0,0,0,0,0,0,0,0,0
116957,0,4,0,8,0,0,0,0,0,0,0,0,0
114388,0,4,1,2,0,0,0,0,0,0,0,0,0
121186,0,1,0,0,0,0,0,0,0,0,0,0,0
114782,0,31,12,6,10,19,3,6,0,1,0,0,0
4500,0,4,1,4,0,0,5,1,1,0,0,0,0
111736,0,1,0,0,0,0,0,0,0,0,0,0,0
4226,0,1,0,0,0,0,0,0,0,0,0,0,0
118097,0,1,0,0,0,2,1,0,0,0,0,0,0
116022,0,2,0,3,1,4,6,7,0,0,0,0,0
118384,0,3,0,0,0,0,0,1,2,0,0,0,0
17904,0,16,6,1,0,11,0,2,1,0,0,0,0
116471,0,6,3,2,0,0,0,0,0,0,0,0,0
117030,0,4,4,0,0,0,0,1,0,0,0,0,0
118033,0,3,0,6,0,0,7,7,0,0,0,0,0
113858,0,2,0,0,1,0,0,0,0,0,0,0,0
111852,0,11,7,1,3,0,8,5,4,0,0,0,0
117551,0,2,0,1,1,8,0,5,0,0,0,0,0
113483,0,2,0,0,2,17,5,2,0,0,0,0,0
117579,0,5,2,1,0,0,0,0,0,0,0,0,0
116933,0,1,1,0,1,0,1,8,4,0,0,0,0
113629,0,5,2,2,2,12,1,0,0,0,0,0,0
113292,0,2,0,3,4,1,7,10,2,0,0,0,0
111811,0,6,7,2,1,1,6,2,0,0,0,0,0
123854,0,1,0,0,0,0,0,0,0,0,0,0,0
116318,0,2,1,3,0,8,7,4,0,0,0,0,0
113669,0,2,2,0,0,0,4,4,0,0,0,0,0
113690,0,1,0,0,0,0,0,1,0,0,0,0,0
112457,0,1,0,0,1,4,0,1,0,0,0,0,0
106112,0,7,13,8,10,0,5,15,0,0,0,0,0
112976,0,1,0,26,18,3,8,4,0,0,0,0,0
113723,0,1,0,0,0,11,0,0,0,1,0,0,0
114878,0,1,0,0,0,0,0,0,0,0,0,0,0
114873,0,1,0,0,0,0,0,0,0,0,0,0,0
117140,0,3,3,3,3,4,15,2,0,0,0,0,0
36641,0,4,2,2,0,0,0,11,2,0,0,0,0
113667,0,3,0,0,0,1,0,0,0,0,0,0,0
107036,0,1,0,1,0,5,0,0,0,0,0,0,0
114871,0,2,0,0,0,0,0,0,0,0,0,0,0
113688,0,2,0,0,0,0,0,0,0,0,0,0,0
114674,0,1,0,0,0,0,0,0,0,0,0,0,0
122577,0,4,15,3,0,7,4,3,1,0,0,0,0
117138,0,1,0,0,0,0,4,8,0,0,0,0,0
56646,0,1,0,0,0,0,0,0,0,0,0,0,0
112779,0,1,1,3,1,0,0,0,0,0,0,0,0
36011,0,1,0,0,0,0,0,0,0,0,0,0,0
4320,0,1,1,1,3,0,0,14,0,0,0,0,0
122331,0,4,0,1,0,0,0,0,0,0,0,0,0
113217,0,5,0,0,0,0,0,0,0,0,0,0,0
103440,0,1,4,0,0,0,0,0,0,0,0,0,0
122389,0,3,0,0,0,0,0,0,0,0,0,0,0
115027,0,6,0,0,0,0,0,0,0,0,0,0,0
113961,0,6,0,0,0,0,0,17,0,0,0,0,0
104464,0,4,8,0,1,10,9,3,0,0,0,0,0
104989,0,2,1,7,0,0,0,6,0,0,0,0,0
116791,0,5,0,3,13,10,4,9,3,0,0,0,0
115739,0,4,1,11,5,5,7,4,3,0,0,0,0
112108,0,1,0,0,0,0,0,0,0,0,0,0,0
119657,0,1,3,0,0,0,2,1,0,0,0,0,0
116381,0,1,0,1,0,0,0,0,0,0,0,0,0
116025,0,13,6,1,0,16,1,0,0,0,0,0,0
115162,0,4,0,0,0,0,0,0,0,0,0,0,0
118216,0,2,0,0,0,0,0,0,0,0,0,0,0
118561,0,1,0,0,0,0,0,0,0,0,0,0,0
118733,0,3,0,0,2,1,0,4,0,0,0,0,0
112288,0,1,0,3,1,0,5,6,0,0,0,0,0
123984,0,2,0,0,0,0,0,0,0,0,0,0,0
112669,0,1,2,1,1,0,6,0,0,0,0,0,0
118218,0,3,0,0,0,0,0,0,0,0,0,0,0
112005,0,2,1,1,0,6,10,0,4,0,0,0,0
102912,0,7,0,5,17,0,24,5,3,0,0,0,0
120270,0,1,0,0,0,0,0,0,0,0,0,0,0
116266,0,1,0,0,0,0,0,0,0,0,0,0,0
104547,0,7,0,9,0,0,0,15,0,0,0,0,0
103694,0,2,0,0,0,0,0,0,0,0,0,0,0
118340,0,1,0,0,0,0,0,0,0,0,0,0,0
103493,0,2,1,0,3,0,0,0,0,0,0,0,0
114919,0,4,0,0,0,0,0,0,0,0,0,0,0
124715,0,3,0,0,0,0,0,0,0,0,0,0,0
1192,0,2,0,0,0,0,0,0,0,0,0,0,0
117910,0,1,0,0,0,0,0,0,0,0,0,0,0
118203,0,1,0,0,0,0,0,0,0,0,0,0,0
118912,0,1,0,0,0,0,0,0,0,0,0,0,0
121776,0,1,3,0,0,0,0,0,0,0,0,0,0
113396,0,2,1,0,0,0,0,0,0,0,0,0,0
122264,0,3,7,4,8,0,14,9,7,0,0,0,0
118084,0,3,0,0,0,0,0,0,0,0,0,0,0
117404,0,6,0,5,10,4,0,5,2,0,0,0,0
105495,0,1,0,0,0,0,0,0,0,0,0,0,0
112063,0,11,1,0,0,2,1,2,0,0,0,0,0
118246,0,1,0,1,0,0,0,0,0,0,0,0,0
30662,0,2,1,0,0,0,0,0,0,0,0,0,0
115425,0,1,0,0,0,0,4,5,0,0,0,0,0
117949,0,1,0,0,0,0,0,0,0,0,0,0,0
105250,0,1,2,5,5,3,3,1,1,1,0,0,0
119366,0,4,4,4,1,9,1,7,0,0,0,0,0
117403,0,1,5,3,9,6,2,7,6,0,0,0,0
114997,0,2,0,0,0,0,0,0,0,0,0,0,0
4656,0,1,0,0,0,0,0,0,0,0,0,0,0
81314,0,1,0,0,0,0,0,0,0,0,0,0,0
94140,0,5,22,1,6,0,24,7,0,0,0,0,0
114317,0,4,0,3,0,4,0,0,2,0,0,0,0
113362,0,7,4,2,8,10,0,5,2,0,0,0,0
124784,0,3,2,0,0,0,1,0,0,0,0,0,0
116481,0,2,2,4,0,1,0,1,0,0,0,0,0
102955,0,1,0,0,0,0,4,4,0,0,0,0,0
114456,0,2,2,0,0,0,0,0,0,0,0,0,0
111961,0,1,0,0,0,0,0,0,0,0,0,0,0
118800,0,1,0,0,3,0,0,9,0,0,0,0,0
102124,0,1,1,0,0,0,0,0,0,0,0,0,0
732,0,2,0,0,0,0,0,0,0,0,0,0,0
112975,0,1,0,0,0,0,0,0,0,0,0,0,0
125805,0,8,3,5,2,9,10,5,0,0,0,0,0
101966,0,1,0,0,0,0,0,0,0,0,0,0,0
116384,0,2,0,0,1,0,0,3,0,0,0,0,0
113500,0,3,0,0,0,0,0,0,0,0,0,0,0
104586,0,3,4,1,0,0,0,0,0,0,0,0,0
124670,0,10,7,5,3,9,9,5,1,0,0,0,0
116596,0,2,0,0,0,1,1,0,0,0,0,0,0
111927,0,4,0,0,0,0,0,0,0,0,0,0,0
102372,0,4,2,0,3,3,0,3,2,0,0,0,0
117875,0,3,0,0,2,0,0,0,0,0,0,0,0
124646,0,4,0,0,0,0,0,0,0,0,0,0,0
35480,0,4,9,12,5,0,11,0,0,0,0,0,0
57306,0,1,0,0,0,0,0,0,0,0,0,0,0
57220,0,1,0,0,0,0,0,0,0,0,0,0,0
35487,0,2,0,0,0,4,1,0,2,0,0,0,0
1204,0,1,0,0,0,0,0,0,0,0,0,0,0
112129,0,4,0,0,0,0,0,0,0,0,0,0,0
121650,0,6,7,4,2,3,12,5,3,0,0,0,0
26142,0,1,0,0,2,4,11,6,0,3,0,0,0
117805,0,2,8,1,8,0,0,0,0,0,0,0,0
100272,0,2,1,2,2,3,0,2,0,0,0,0,0
125643,0,4,0,0,0,0,0,0,0,0,0,0,0
99987,0,1,1,3,0,6,3,3,4,2,0,0,0
95204,0,2,1,1,3,0,5,7,4,0,0,0,0
115020,0,10,0,0,0,0,0,0,0,0,0,0,0
107243,0,1,0,0,0,0,0,0,0,0,0,0,0
117537,0,1,1,0,0,1,0,1,0,2,0,0,0
361,0,1,5,0,0,0,0,0,0,0,0,0,0
121770,0,1,0,2,1,4,1,3,3,0,0,0,0
118647,0,4,1,0,3,0,2,56,0,0,0,0,0
123990,0,2,0,4,6,0,7,4,4,0,0,0,0
125515,0,2,0,3,0,1,7,4,0,1,0,0,0
112181,0,2,0,0,0,3,0,16,0,1,0,0,0
125883,0,1,0,0,2,0,0,3,0,0,0,0,0
121736,0,2,14,9,9,0,0,3,0,4,0,0,0
121076,0,1,10,10,21,0,27,12,2,0,0,0,0
105396,0,3,0,0,4,0,0,13,4,1,0,0,0
122768,0,1,0,1,2,0,0,2,2,0,0,0,0
108845,0,4,0,0,1,0,0,0,0,0,0,0,0
125674,0,4,0,2,1,0,0,8,3,1,0,0,0
113512,0,1,0,0,0,0,0,0,0,0,0,0,0
105774,0,2,1,0,3,0,0,0,0,0,0,0,0
37944,0,1,2,1,3,2,0,0,0,0,0,0,0
117099,0,1,0,0,0,0,0,0,0,0,0,0,0
114120,0,1,0,0,0,0,0,0,0,0,0,0,0
124201,0,11,8,0,2,0,3,5,0,2,0,0,0
113901,0,1,0,0,0,0,0,0,0,0,0,0,0
35135,0,1,0,0,0,0,0,0,0,0,0,0,0
113618,0,7,0,2,2,0,0,0,2,0,0,0,0
121048,0,1,1,7,9,2,3,23,0,0,0,0,0
121620,0,2,0,6,0,0,0,14,0,0,0,0,0
104465,0,1,0,0,0,0,1,0,0,0,0,0,0
111686,0,3,0,1,0,0,0,0,0,0,0,0,0
124167,0,1,0,0,0,0,0,0,0,0,0,0,0
20240,0,1,0,0,0,0,0,0,0,0,0,0,0
117634,0,12,10,0,0,13,0,3,0,0,0,0,0
112591,0,1,0,0,5,0,6,21,9,0,0,0,0
113541,0,2,0,0,0,0,0,0,0,0,0,0,0
115088,0,1,0,0,0,0,0,0,0,0,0,0,0
121711,0,2,0,0,0,0,0,0,0,0,0,0,0
124630,0,5,0,12,16,12,28,4,7,0,0,0,0
112662,0,1,0,0,8,0,5,12,6,0,0,0,0
12443,0,2,1,2,0,4,6,0,1,0,0,0,0
94255,0,1,0,0,0,0,0,0,0,0,0,0,0
14949,0,1,2,1,0,7,9,3,0,0,0,0,0
125772,0,1,1,0,0,4,0,0,0,0,0,0,0
120115,0,1,0,0,0,0,0,0,0,0,0,0,0
104471,0,2,0,1,0,0,0,0,0,0,0,0,0
113656,0,1,1,0,0,0,0,0,0,0,0,0,0
126391,0,9,0,0,0,0,0,0,0,0,0,0,0
115086,0,1,0,0,0,0,0,0,0,0,0,0,0
105355,0,2,0,0,9,5,2,5,5,0,0,0,0
121436,0,2,0,0,0,0,0,0,0,0,0,0,0
113744,0,2,0,0,0,0,0,0,0,0,0,0,0
12388,0,2,1,1,0,4,2,0,1,0,0,0,0
105540,0,1,0,0,0,0,0,0,0,0,0,0,0
104765,0,1,1,0,3,2,0,0,0,0,0,0,0
118880,0,3,0,1,0,0,0,0,0,0,0,0,0
122329,0,1,0,0,0,0,0,0,0,0,0,0,0
102542,0,2,11,9,0,24,4,9,7,4,0,0,0
119087,0,1,0,3,2,16,0,1,0,0,0,0,0
117143,0,1,0,0,0,0,0,0,0,0,0,0,0
118610,0,1,0,0,0,1,1,0,0,0,0,0,0
117384,0,1,0,0,0,0,0,0,0,0,0,0,0
105661,0,1,3,0,0,0,0,0,0,0,0,0,0
104425,0,1,0,0,0,0,0,0,0,0,0,0,0
111404,0,1,6,4,0,0,4,0,0,0,0,0,0
117203,0,1,1,0,4,0,4,12,1,0,0,0,0
113021,0,1,0,0,16,5,2,8,2,0,0,0,0
101229,0,2,0,3,0,0,0,0,0,0,0,0,0
121054,0,2,0,0,0,0,0,0,0,0,0,0,0
118116,0,1,16,0,0,0,0,0,0,0,0,0,0
103961,0,7,6,13,4,31,31,7,0,0,0,0,0
126376,0,2,0,0,0,0,0,0,0,0,0,0,0
117820,0,1,0,0,0,0,0,0,0,0,0,0,0
105205,0,5,0,0,0,0,2,2,0,0,0,0,0
111746,0,9,3,2,4,0,0,0,0,0,0,0,0
113082,0,4,4,0,0,0,0,0,0,0,0,0,0
113084,0,5,6,2,1,0,0,0,0,0,0,0,0
124749,0,4,1,1,1,0,7,2,0,0,0,0,0
15797,0,1,1,1,0,9,1,0,3,0,0,0,0
124480,0,5,0,0,0,0,0,0,0,0,0,0,0
117810,0,6,3,0,0,0,0,0,0,0,0,0,0
111885,0,4,6,2,2,0,12,0,0,0,0,0,0
113485,0,2,1,2,1,2,1,0,0,0,0,0,0
8981,0,6,0,7,0,0,0,0,0,0,0,0,0
111782,0,2,1,0,3,0,1,16,2,0,0,0,0
114993,0,2,1,12,15,5,17,8,7,0,0,0,0
113091,0,2,0,0,0,0,0,0,0,0,0,0,0
114778,0,2,0,0,0,0,0,0,0,0,0,0,0
19583,0,3,0,0,0,0,0,0,0,0,0,0,0
117465,0,3,1,4,0,0,0,0,0,0,0,0,0
127188,0,1,1,0,0,0,0,0,0,0,0,0,0
120113,0,4,0,0,0,0,0,0,0,0,0,0,0
104853,0,1,2,3,0,2,12,9,0,0,0,0,0
117024,0,1,0,1,0,0,0,0,0,0,0,0,0
112771,0,1,4,17,3,13,4,1,1,0,0,0,0
116906,0,3,1,0,3,1,0,0,0,0,0,0,0
116217,0,2,0,3,0,9,0,19,0,3,0,0,0
106565,0,3,0,3,0,8,6,4,0,0,0,0,0
115587,0,3,0,0,12,6,0,6,0,0,0,0,0
122560,0,3,1,0,0,0,0,0,0,0,0,0,0
121138,0,1,0,0,0,5,0,0,6,0,0,0,0
116350,0,2,0,1,0,0,2,3,1,0,0,0,0
113565,0,4,0,0,11,0,4,11,3,0,0,0,0
127374,0,1,5,0,7,8,0,4,12,0,0,0,0
127388,0,1,0,0,0,0,0,0,0,0,0,0,0
122732,0,6,0,0,0,0,0,0,0,0,0,0,0
103479,0,1,0,1,2,3,0,11,2,0,0,0,0
113621,0,2,0,0,0,0,0,0,0,0,0,0,0
101711,0,3,0,0,0,0,4,3,0,0,0,0,0
118740,0,1,0,0,2,0,0,0,0,0,0,0,0
117417,0,1,0,0,4,0,0,0,0,0,0,0,0
122690,0,2,0,0,1,0,0,9,0,0,0,0,0
113081,0,2,4,0,0,0,0,0,0,0,0,0,0
117381,0,2,9,6,6,0,10,17,6,0,0,0,0
125480,0,5,0,0,0,0,0,0,0,0,0,0,0
116375,0,1,0,0,0,0,0,0,0,0,0,0,0
116996,0,4,0,0,2,1,0,4,4,0,0,0,0
125746,0,14,7,4,0,3,11,7,11,0,0,0,0
103047,0,5,5,0,0,4,12,0,2,0,0,0,0
124071,0,1,3,9,0,3,0,4,0,0,0,0,0
126981,0,2,3,4,0,2,8,7,9,0,0,0,0
94234,0,4,1,0,3,10,0,0,4,0,0,0,0
116707,0,2,3,2,1,0,0,3,4,0,0,0,0
114065,0,2,2,0,5,0,0,3,0,0,0,0,0
114418,0,1,0,0,0,0,0,0,0,0,0,0,0
1788,0,1,1,0,2,1,8,4,0,0,0,0,0
115608,0,1,0,0,0,0,0,0,0,0,0,0,0
113150,0,3,0,0,0,0,0,0,0,0,0,0,0
116259,0,2,1,0,11,1,11,3,0,0,0,0,0
113359,0,6,11,0,5,0,19,0,3,1,0,0,0
111879,0,3,0,0,0,0,0,0,0,0,0,0,0
113605,0,1,2,0,9,0,0,0,2,0,0,0,0
410,0,1,1,0,4,0,8,13,0,0,0,0,0
104228,0,2,0,0,0,0,0,0,0,0,0,0,0
125267,0,1,0,2,0,0,0,0,0,0,0,0,0
114090,0,4,7,8,2,8,12,5,6,0,0,0,0
104731,0,1,0,4,0,0,0,11,0,0,0,0,0
119466,0,5,10,2,1,2,0,10,7,0,0,0,0
104214,0,6,1,22,5,0,0,10,3,0,0,0,0
117288,0,1,0,0,0,0,0,0,0,0,0,0,0
115346,0,0,1,0,0,0,0,9,0,0,0,0,0
116762,0,0,1,0,0,0,0,0,0,0,0,0,0
106823,0,0,1,0,3,1,8,0,2,0,0,0,0
113498,0,0,2,0,0,0,0,0,0,0,0,0,0
117782,0,0,7,5,0,7,9,11,12,0,0,0,0
121564,0,0,1,0,0,0,0,3,0,0,0,0,0
116892,0,0,3,0,4,0,5,0,0,0,0,0,0
117925,0,0,16,0,6,7,9,3,0,0,0,0,0
112775,0,0,6,0,2,0,0,14,0,3,0,0,0
117837,0,0,3,4,0,0,0,0,0,0,0,0,0
118504,0,0,2,0,0,0,0,0,0,0,0,0,0
123391,0,0,2,0,1,1,0,7,5,0,1,0,0
112883,0,0,2,0,0,0,0,0,0,0,0,0,0
113755,0,0,2,0,0,0,0,0,0,0,0,0,0
117509,0,0,4,4,10,0,1,6,11,0,0,0,0
1280,0,0,11,0,0,0,0,0,0,0,0,0,0
39854,0,0,1,0,0,0,0,0,0,0,0,0,0
113691,0,0,2,0,0,0,0,1,0,0,0,0,0
