,source,target
0,104846,0
1,104949,0
2,116706,113359
3,105639,0
4,119075,112771
5,119075,113892
6,119075,0
7,2974,116471
8,35480,0
9,2974,117805
10,120107,0
11,119075,0
12,35480,111999
13,35480,104584
14,35480,103314
15,35480,104584
16,117805,0
17,35480,0
18,119447,110640
19,119447,119075
20,119447,119075
21,119447,110640
22,117467,110640
23,35480,120107
24,117467,105639
25,111999,35480
26,111999,116436
27,35480,117805
28,117467,105388
29,117467,0
30,129474,0
31,111891,119075
32,111891,120107
33,111891,104949
34,111891,105388
35,111891,117467
36,111891,129474
37,111891,35480
38,117467,117608
39,121076,112184
40,111999,0
41,106565,0
42,117062,0
43,106565,0
44,121076,119075
45,121076,410
46,117467,0
47,121076,121736
48,121076,104584
49,112976,0
50,112976,110640
51,112976,113540
52,32605,0
53,112976,0
54,112976,113661
55,112976,121736
56,112976,112177
57,116343,0
58,116343,0
59,102671,116706
60,112061,0
61,102671,0
62,102671,102671
63,102671,112061
64,117662,18538
65,117472,102671
66,100272,117467
67,117472,112061
68,113485,0
69,117472,121076
70,105639,117467
71,116740,0
72,104547,0
73,104547,104846
74,104547,112184
75,102542,117472
76,102542,102671
77,116432,114694
78,124749,0
79,114268,0
80,114090,119075
81,126981,102671
82,114090,108263
83,113618,110640
84,113618,110640
85,112061,117062
86,112061,116436
87,124630,106190
88,124630,0
89,124630,112976
90,124630,112976
91,117465,117062
92,16572,0
93,16319,0
94,124630,112184
95,16572,116740
96,16501,0
97,16572,15703
98,15703,16319
99,117472,0
100,15703,16572
101,16572,16501
102,102912,0
103,16572,16319
104,16501,114268
105,108263,110640
106,15703,16501
107,108263,114782
108,16501,114268
109,117472,117472
110,16501,116343
111,121650,103314
112,16319,16501
113,16319,16572
114,16319,15703
115,1210,0
116,118268,118253
117,125854,104547
118,117472,0
119,117399,0
120,117465,0
121,4500,0
122,32605,111326
123,111745,0
124,32605,111891
125,119285,130814
126,117465,117465
127,117662,0
128,119087,0
129,117465,117576
130,9108,114694
131,9108,114268
132,100272,0
133,116025,0
134,101302,130470
135,101302,108263
136,103429,0
137,94140,110640
138,117662,117472
139,123938,0
140,116022,110640
141,116022,32605
142,125765,111852
143,117459,129474
144,117459,15703
145,117459,0
146,117459,103047
147,117459,12385
148,106190,0
149,108537,111999
150,4500,113485
151,4500,0
152,4320,112184
153,524,12385
154,108537,0
155,108537,106190
156,117343,116022
157,117343,113359
158,112005,103429
159,105417,119087
160,105417,0
161,105417,0
162,118861,0
163,105417,117399
164,105417,16319
165,105417,124749
166,12388,94140
167,15797,94140
168,118298,0
169,118246,0
170,118298,117472
171,118298,116740
172,118298,112061
173,118298,106565
174,104584,0
175,112771,114782
176,112771,0
177,112771,0
178,101355,125854
179,101355,0
180,112771,0
181,112771,112771
182,112771,126981
183,112771,116471
184,112771,34179
185,112771,119075
186,116318,112771
187,110640,112771
188,110640,112771
189,110640,123938
190,110640,116025
191,110640,117467
192,110640,114782
193,110640,114993
194,110640,114782
195,110640,1210
196,113245,117399
197,113245,112976
198,116481,0
199,125854,4500
200,125854,112771
201,115743,110640
202,125854,0
203,119417,101355
204,119417,111891
205,119417,127374
206,12443,0
207,111595,0
208,110640,108263
209,110640,119657
210,35480,119087
211,35480,4500
212,35480,0
213,31879,0
214,113084,0
215,112284,0
216,113084,1210
217,112284,12443
218,112284,116481
219,112284,118298
220,112284,105417
221,112284,105417
222,112284,105417
223,112284,125854
224,112284,117459
225,105079,0
226,112284,119087
227,112284,111745
228,112284,4500
229,112284,117472
230,112284,16501
231,112284,16319
232,112284,16572
233,112284,114268
234,112284,116740
235,112284,113485
236,130218,0
237,106190,108537
238,106190,108537
239,106190,108537
240,106190,108537
241,106190,108537
242,106190,108537
243,121232,0
244,111746,0
245,119087,105417
246,131317,0
247,106190,0
248,106190,106190
249,132063,0
250,115584,0
251,117387,0
252,117391,0
253,113809,117399
254,114782,114782
255,117391,117387
256,113809,0
257,117467,0
258,104547,125854
259,119087,0
260,117467,117662
261,113809,111595
262,113809,118246
263,117467,117662
264,113809,111891
265,113809,104846
266,117467,0
267,117409,0
268,118784,113359
269,118784,113661
270,117391,117409
271,117409,117391
272,114090,120806
273,118784,0
274,116118,0
275,103314,116118
276,116607,117409
277,121770,0
278,117403,121770
279,111755,121770
280,125746,0
281,42005,0
282,42005,121770
283,42005,115584
284,42005,31879
285,112043,103314
286,117387,121770
287,42005,118246
288,112043,117409
289,42005,117465
290,117403,0
291,112043,117387
292,112043,112284
293,106112,104073
294,106112,118838
295,112043,4500
296,117789,117403
297,117789,117789
298,117403,117409
299,112043,16501
300,117789,116607
301,117789,116118
302,117409,117403
303,112043,114268
304,117789,117409
305,117789,117409
306,117789,117387
307,112043,105250
308,112043,103047
309,117851,42005
310,116973,0
311,40713,0
312,116973,117789
313,116973,103314
314,117851,121232
315,115432,0
316,121232,111891
317,112043,0
318,130707,0
319,116381,40713
320,117851,42005
321,112296,120954
322,112296,113498
323,112296,113359
324,105417,117789
325,105417,117409
326,103720,40713
327,105417,112284
328,116022,0
329,105417,112284
330,114090,112043
331,106112,0
332,106112,112043
333,106112,117403
334,105417,105417
335,106112,117459
336,117448,116973
337,106112,105388
338,117851,114806
339,117448,0
340,117851,125746
341,112976,0
342,106112,0
343,122379,0
344,117851,106112
345,113887,112976
346,117448,117448
347,113887,112976
348,113887,112976
349,117826,112976
350,117826,117467
351,117826,15703
352,116601,0
353,117826,113930
354,117851,103489
355,117448,117403
356,117826,116706
357,38285,0
358,117782,115739
359,117826,120558
360,117782,0
361,117826,104547
362,119285,130707
363,117826,124715
364,117826,112043
365,101675,0
366,112176,0
367,117826,110640
368,112176,117448
369,117448,117851
370,117789,0
371,110640,0
372,110640,0
373,112176,113084
374,110640,0
375,112176,111885
376,112176,105250
377,110640,110640
378,117789,0
379,125854,121650
380,117782,124071
381,122379,112043
382,112976,101675
383,112976,110640
384,112976,104586
385,116990,110640
386,116990,110640
387,116990,117448
388,112976,0
389,112976,0
390,112976,0
391,116743,111891
392,112976,0
393,112976,0
394,112976,0
395,112976,116601
396,112976,122379
397,112976,116022
398,103039,114694
399,103039,117448
400,103039,116706
401,103039,110640
402,113854,0
403,103761,110640
404,103761,117448
405,103761,110640
406,103761,117782
407,130449,0
408,117404,0
409,117404,117789
410,117404,112976
411,117782,0
412,117404,117789
413,117404,117409
414,122768,0
415,117782,117387
416,118509,112976
417,118509,0
418,117460,0
419,117460,117460
420,117824,113854
421,110640,0
422,117824,112976
423,110640,110640
424,117824,112293
425,103479,0
426,110640,110640
427,110640,0
428,110640,110640
429,118079,112976
430,118079,112976
431,118676,0
432,118676,118676
433,117518,112976
434,113362,117789
435,113245,101302
436,125267,110640
437,125267,125267
438,115743,0
439,102542,116706
440,102542,118116
441,115743,115743
442,35475,0
443,35475,116022
444,35475,112043
445,110640,110640
446,110640,110640
447,102912,130449
448,102912,42005
449,102912,117851
450,102912,42005
451,105998,113854
452,105998,117404
453,105998,118509
454,118784,0
455,42005,0
456,111404,117448
457,111404,114694
458,111404,110640
459,111404,42005
460,116743,110640
461,111595,0
462,103051,35475
463,130393,0
464,130393,102912
465,111745,117448
466,111745,0
467,111745,0
468,116481,112284
469,116466,35475
