,source,target
0,2118,0
1,120851,0
2,120851,0
3,120851,120851
4,110640,113854
5,110640,111891
6,120851,0
7,120851,0
8,123825,130372
9,113540,0
10,106715,0
11,106715,117974
12,106715,112771
13,101943,0
14,118262,0
15,118262,111891
16,101943,130707
17,118262,112176
18,118429,0
19,127680,0
20,118429,114350
21,127680,0
22,127680,0
23,127680,0
24,121736,113677
25,121736,410
26,121736,16501
27,18538,0
28,123825,112771
29,123825,115680
30,118169,0
31,123825,129756
32,123825,116545
33,116555,0
34,116217,0
35,123825,0
36,116217,0
37,121736,0
38,18538,0
39,112775,0
40,112775,116555
41,112775,118169
42,117850,0
43,18538,0
44,26142,0
45,26142,118429
46,26142,117974
47,105061,0
48,113723,0
49,35159,110640
50,114881,0
51,114881,0
52,125674,0
53,114881,0
54,110640,125674
55,110640,113854
56,110640,130812
57,117537,0
58,117537,0
59,1065,0
60,105396,0
61,129956,0
62,129956,0
63,129956,0
64,129956,0
65,107701,0
66,127172,107701
67,127172,105396
68,127172,26142
69,127172,0
70,127172,127172
71,116564,0
72,105250,110640
73,111747,0
74,104634,0
75,104634,0
76,104634,114782
77,104634,122228
78,124201,105061
79,124201,0
80,110640,105250
81,110640,111747
82,110640,117537
83,110640,105061
84,111650,1065
85,111650,110640
86,125983,110640
87,108537,0
88,116217,0
89,103998,99987
90,113269,0
91,110640,116217
92,110640,113269
93,113359,110640
94,129474,129956
95,102542,0
96,102542,111650
97,102542,110640
98,112284,0
99,118253,0
100,111745,0
101,99987,0
102,114782,0
103,110640,114782
104,110640,99987
105,110640,118253
106,110640,111650
107,99987,110640
108,102542,110640
109,16319,0
110,110640,16319
111,125515,0
112,111650,129956
113,111650,0
114,111650,0
115,125983,118253
116,110640,125515
117,112181,125515
118,113475,0
