,source,target
0,105355,106231
1,105355,120537
2,105355,1210
3,105355,105774
4,118808,0
5,119366,118369
6,118808,118369
7,119366,112284
8,119366,112284
9,118808,118861
10,119366,118827
11,118808,116706
12,124071,0
13,111745,112079
14,124071,0
15,117609,0
16,130812,117609
17,130772,0
18,130772,116259
19,130772,113645
20,130772,113645
21,130772,115739
22,130772,110640
23,111908,124630
24,111908,32605
25,111908,124071
26,111908,0
27,112296,110640
28,111908,0
29,112296,110640
30,112296,110640
31,117690,111908
32,117690,111650
33,117690,111650
34,117690,111650
35,117690,111650
36,117690,111650
37,115591,0
38,120537,118881
39,120557,116706
40,117842,117609
41,117842,0
42,112079,111878
43,112079,103293
44,116457,0
45,112079,106460
46,112079,94191
47,112079,103719
48,117832,130812
49,117832,0
50,116774,124071
51,116774,119366
52,116774,112284
53,116774,112284
54,116774,112284
55,116774,104977
56,116774,102935
57,116774,117459
58,116774,117805
59,116025,119366
60,130735,0
61,111775,0
62,104634,0
63,130735,104634
64,111775,117509
65,104634,130735
66,117609,130735
67,15797,130735
68,121232,119366
69,121232,120557
70,117782,124071
71,122598,117459
72,120557,0
73,114782,0
74,121232,118881
75,104634,0
76,114782,117302
77,104634,37944
78,120557,130772
79,112005,130735
80,120557,130772
81,114782,113694
82,116431,0
83,130735,0
84,17904,117842
85,17904,104634
86,17904,117842
87,114782,117302
88,17904,104634
89,111745,0
90,114782,114782
91,114782,110640
92,120557,113645
93,102671,0
94,121232,0
95,111729,0
96,116422,0
97,111729,0
98,111729,37944
99,111729,104977
100,111729,104584
101,107137,0
102,113485,0
103,107137,17904
104,107137,111729
105,102671,0
106,102671,102671
107,107137,102935
108,106565,0
109,107137,107137
110,102671,116422
111,102671,130735
112,102671,116431
113,117343,110640
114,113485,111729
115,118235,0
116,117609,0
117,117609,120557
118,117609,116259
119,117609,117375
120,117609,116259
121,115369,113021
122,117646,0
123,115369,116706
124,115369,0
125,115369,121872
126,115369,102935
127,115369,116488
128,111949,0
129,111949,119366
130,103479,0
131,111949,116706
132,111949,118861
133,126834,102671
134,113854,0
135,106231,102671
136,103479,0
137,106231,126834
138,111908,113854
139,111908,111949
140,111908,102671
141,111908,0
142,111326,0
143,111326,111326
144,111326,107137
145,113245,111775
146,113245,130735
147,111326,111729
148,111326,104634
149,116809,0
150,113245,0
151,116809,117609
152,116809,116809
153,116809,120557
154,116809,120557
155,110640,104584
156,110640,117690
157,116809,117375
158,110640,103719
159,118743,0
160,118743,114782
161,118743,117302
162,116791,111908
163,116791,0
164,116791,115369
165,116791,111908
